file_location,doi,title,authors,year,journal
https___openalex_org_W4398201651.txt,10.1002/adma.202402090,The Critical Analysis of Membranes toward Sustainable and Efficient Vanadium Redox Flow Batteries,"[""Jiaye Ye"", ""Lu Xia"", ""Huiyun Li"", ""F. Pelayo Garcı́a de Arquer"", ""Hongxia Wang""]",2024,Advanced Materials
https___openalex_org_W4385878802.txt,10.3390/land12081617,The Relationship between Rural Sustainability and Land Use: A Bibliometric Review,"[""Leng Liu"", ""Bo Liu"", ""Wei Song"", ""Hao Yu""]",2023,Land
pmc_PMC10229618.txt,10.1038/s41598-023-36078-4,Investigation of variables affecting the immunogenicity of blood group antigens using a calculation formula,"[""Yousun Chung"", ""Han Joo Kim"", ""Hyungsuk Kim"", ""Sang-Hyun Hwang"", ""Heung-Bum Oh"", ""Dae-Hyun Ko""]",2023,Scientific Reports
https___openalex_org_W3133687103.txt,10.3390/su13052627,Reliability Approaches Affecting the Sustainability of Concrete Structures,"[""Milan Holický"", ""Miroslav Sýkora""]",2021,Sustainability
https___openalex_org_W4312064827.txt,10.1515/cclm-2022-1157,Chemical strategies for sustainable medical laboratories,"[""Tomris Özben"", ""Mariana Fragão-Marques""]",2022,Clinical Chemistry and Laboratory Medicine (CCLM)
pmc_PMC9018671.txt,10.1007/s00220-022-04344-7,Modular Structure of the Weyl Algebra,"[""Roberto Longo""]",2022,Communications in Mathematical Physics
pmc_PMC9417268.txt,10.1039/d1na00221j,Selective area growth of GaN nanowires and nanofins by molecular beam epitaxy on heteroepitaxial diamond (001) substrates †,"[""Florian Pantle"", ""Fabian Becker"", ""Max Kraut"", ""Simon Wörle"", ""Theresa Hoffmann"", ""Sabrina Artmeier"", ""Martin Stutzmann""]",2021,Nanoscale Advances
https___openalex_org_W4386895097.txt,10.3390/su151813913,Development of a Green Competency Matrix Based on Civil Servants’ Perception of Sustainable Development Expertise,"[""Adriana Grigorescu"", ""Ionela Munteanu"", ""Cătălin Daniel Dumitrică"", ""Cristina Lincaru""]",2023,Sustainability
pmc_PMC4176339.txt,10.1093/nar/gku778,Reduction of AUF1-mediated follistatin mRNA decay during glucose starvation protects cells from apoptosis,"[""Xiangwei Gao"", ""Haojie Dong"", ""Chen Lin"", ""Jinghao Sheng"", ""Fan Zhang"", ""Jinfeng Su"", ""Zhengping Xu""]",2014,Nucleic Acids Research
https___openalex_org_W4385805614.txt,10.3390/buildings13082059,Towards Sustainable Construction: A Systematic Review of Circular Economy Strategies and Ecodesign in the Built Environment,"[""Janaine Fernanda Gaelzer Timm"", ""Vinícius Gonçalves Maciel"", ""Ana Passuello""]",2023,Buildings
https___openalex_org_W3131289141.txt,10.3390/su13042151,Isolation and Characterization of Phosphate Solubilizing Microbes from Rock Phosphate Mines and Their Potential Effect for Sustainable Agriculture,"[""Awais Qarni"", ""Motsim Billah"", ""Khadim Hussain"", ""Sabir Hussain Shah"", ""Waqas Ahmed"", ""Sadia Alam"", ""Aftab Ahmad Sheikh"", ""Laila Jafri"", ""Asia Munir"", ""Kouser Majeed Malik"", ""Naeem Khan""]",2021,Sustainability
pmc_PMC10232303.txt,10.4055/cios22020,Ogden Type IV Tibial Tuberosity Fractures in Healthy Adolescents: Preoperative Magnetic Resonance Imaging and 2-Year Clinical Follow-up Study,"[""Jinhee Park"", ""Kunhyung Bae"", ""Soo-Sung Park"", ""Michael Seungcheol Kang""]",2023,Clinics in Orthopedic Surgery
https___openalex_org_W3183871780.txt,10.1007/s11248-021-00274-7,Sustainable use of CRISPR/Cas in fish aquaculture: the biosafety perspective,"[""Arinze S. Okoli"", ""Torill Blix"", ""Anne Ingeborg Myhr"", ""Wenteng Xu"", ""Xiao-Dong Xu""]",2021,Transgenic Research
pmc_PMC10140024.txt,10.1038/s41598-023-34138-3,Immunomodulatory effects of trans -anethole-treated Staphylococcus aureus Newman strain,"[""Paweł Kwiatkowski"", ""Karolina Rogulska"", ""Agata Pruss"", ""Monika Sienkiewicz"", ""Barbara Dołęgowska"", ""Iwona Wojciechowska-Koszko""]",2023,Scientific Reports
https___openalex_org_W3214314906.txt,10.3390/su132212652,Circular Economy as a Catalyst for Progress towards the Sustainable Development Goals: A Positive Relationship between Two Self-Sufficient Variables,"[""Juan-Manuel Valverde"", ""Carmen Avilés-Palacios""]",2021,Sustainability
https___openalex_org_W4391153665.txt,10.1016/j.clay.2024.107266,Enhancing reactivity in muscovitic clays: Mechanical activation as a sustainable alternative to thermal activation for cement production,"[""Jofre Mañosa"", ""Adrián Alvarez-Coscojuela"", ""Josep Marco-Gibert"", ""Àlex Maldonado-Alameda"", ""J.M. Chimenos""]",2024,Applied Clay Science
pmc_PMC10229625.txt,10.1038/s41467-023-38918-3,Semiconducting MOFs on ultraviolet laser-induced graphene with a hierarchical pore architecture for NO 2 monitoring,"[""Hyeongtae Lim"", ""Hyeokjin Kwon"", ""Hongki Kang"", ""Jae Eun Jang"", ""Hyuk-Jun Kwon""]",2023,Nature Communications
pmc_PMC9970812.txt,10.2169/internalmedicine.9816-22,Acute Coronary Syndrome Due to Intraplaque Hemorrhage in a Post-gastrectomy Patient with a Latent Severe Glycemic Disorder,"[""Hiroyuki Yamamoto"", ""Tomofumi Takaya"", ""Takuo Emoto"", ""Shintaro Takeda"", ""Naofumi Yoshida"", ""Takahiro Sawada"", ""Tomoya Yamashita"", ""Ken-ichi Hirata"", ""Hiroya Kawai""]",2023,Internal Medicine
https___openalex_org_W4377041651.txt,10.3390/su15108081,The Sustainable Business Model Database: 92 Patterns That Enable Sustainability in Business Model Innovation,"[""Sebastian Schroedel""]",2023,Sustainability
https___openalex_org_W3154084151.txt,10.1016/j.scitotenv.2021.147142,A systematic framework for the assessment of sustainable hydropower potential in a river basin – The case of the upper Indus,"[""Sanita Dhaubanjar"", ""Arthur Lutz"", ""David Gernaat"", ""Santosh Nepal"", ""Wouter Smolenaars"", ""Saurav Pradhananga"", ""Hester Biemans"", ""Fulco Ludwig"", ""A. B. Shrestha"", ""Walter W. Immerzeel""]",2021,The Science of The Total Environment
https___openalex_org_W4408300692.txt,10.1016/j.clcb.2025.100145,Circular bioeconomy and sustainable food systems: What are the possible mechanisms?,"[""Thi Hoa Nguyen"", ""Xinfang Wang"", ""Dhanan Sarwo Utomo"", ""Ewan Gage"", ""Bing Xu""]",2025,Cleaner and Circular Bioeconomy
https___openalex_org_W4281639556.txt,10.18280/ijsdp.170317,Sustainability Gastronomy Tourism in Medan City,"[""Amelda Pramezwary"", ""Diena Mutiara Lemy"", ""Juliana Juliana"", ""Nova Bernedeta Sitorus"", ""Anwari Masatip"", ""Femmy Indriany Dalimunthe"", ""Liyushiana"", ""Dewi Yanti""]",2022,International Journal of Sustainable Development and Planning
pmc_PMC9800129.txt,10.1111/ajt.16646,"American Journal of Transplantation: Volume 22, Number 2, February 2022",[],2022,American Journal of Transplantation
pmc_PMC10053528.txt,10.1186/s12889-023-15365-9,Comparison of the prognostic value of a comprehensive set of predictors in identifying risk of metabolic-associated fatty liver disease among employed adults,"[""Ze Yang"", ""Bin Yu"", ""Zihang Wang"", ""Zhitao Li"", ""Bo Yang"", ""Honglian Zeng"", ""Shujuan Yang""]",2023,BMC Public Health
https___openalex_org_W4223628254.txt,10.3390/su14084482,"Higher Education for Sustainability: A Bibliometric Approach—What, Where and Who Is Doing Research in This Subject?","[""Carolina Machado"", ""J. Paulo Davim""]",2022,Sustainability
pmc_PMC9806057.txt,10.1136/bmjopen-2021-056674,Exploring biomarkers in routine diagnostics for the risk stratification of older patients in the Chest Pain Unit: a prospective cohort study,"[""Anna Lisa Kunz"", ""Anton Schönstein"", ""Philipp Bahrmann"", ""Evangelos Giannitsis"", ""Hans-Werner Wahl"", ""Hugo A Katus"", ""Norbert Frey"", ""Anke Bahrmann""]",2022,BMJ Open
https___openalex_org_W4389309910.txt,10.1007/s12273-023-1090-5,CBE Clima Tool: A free and open-source web application for climate analysis tailored to sustainable building design,"[""Giovanni Betti"", ""Federico Tartarini"", ""Christine Nguyen"", ""Stefano Schiavon""]",2023,Building Simulation
https___openalex_org_W4322772953.txt,10.1111/jcms.13466,The show must go on: The EU's quest to sustain multilateral institutions since 2016,"[""Leonard Schütte"", ""Hylke Dijkstra""]",2023,JCMS Journal of Common Market Studies
https___openalex_org_W4317370010.txt,10.21926/aeer.2301010,Exploring Social Sustainability in the Built Environment,"[""Cheng Siew Goh"", ""Jia Ning Ting"", ""Arun Bajracharya""]",2023,Advances in Environmental and Engineering Research
https___openalex_org_W4376956684.txt,10.1111/joms.12930,How is the Illusio of Gender Equality in Entrepreneurship Sustained? A Bourdieusian Perspective,"[""Elina Meliou"", ""Mustafa F. Özbilgin""]",2023,Journal of Management Studies
https___openalex_org_W3201574211.txt,10.3390/land10090985,Sustainable Development and Rural Tourism in Depopulated Areas,"[""José María López-Sanz"", ""Azucena Penelas‐Leguía"", ""Pablo Gutiérrez Rodríguez"", ""Pedro Cuesta Valiño""]",2021,Land
pmc_PMC9974110.txt,10.1371/journal.pdig.0000091,Multicenter automatic detection of invasive carcinoma on breast whole slide images,"[""Rémy Peyret"", ""Nicolas Pozin"", ""Stéphane Sockeel"", ""Solène-Florence Kammerer-Jacquet"", ""Julien Adam"", ""Claire Bocciarelli"", ""Yoan Ditchi"", ""Christophe Bontoux"", ""Thomas Depoilly"", ""Loris Guichard"", ""Elisabeth Lanteri"", ""Marie Sockeel"", ""Sophie Prévot""]",2023,PLOS Digital Health
https___openalex_org_W3183808065.txt,10.3389/fpsyg.2021.718354,"The Psychology of Sustainability and Sustainable Development: Advancing Decent Work, Inclusivity, and Positive Strength-Based Primary Preventive Interventions for Vulnerable Workers","[""Annamaria Di Fabio"", ""Andrea Svicher""]",2021,Frontiers in Psychology
pmc_PMC9890138.txt,10.1158/1078-0432.ccr-22-1987,Safety and Efficacy of MEDI0457 plus Durvalumab in Patients with Human Papillomavirus–Associated Recurrent/Metastatic Head and Neck Squamous Cell Carcinoma,"[""Charu Aggarwal"", ""Nabil F. Saba"", ""Alain Algazi"", ""Ammar Sukari"", ""Tanguy Y. Seiwert"", ""Missak Haigentz"", ""Mercedes Porosnicu"", ""Marcelo Bonomi"", ""Jean Boyer"", ""Mark T. Esser"", ""Lily I. Cheng"", ""Sonia Agrawal"", ""Emily C. Jennings"", ""Nicholas M. Durham"", ""Karl Fraser"", ""Delphine Lissa"", ""Maozhen Gong"", ""Natalia Ceaicovscaia"", ""Amaya Gascó Hernández"", ""Rakesh Kumar""]",2023,Clinical Cancer Research
https___openalex_org_W4210776593.txt,10.1016/j.sftr.2022.100064,Neighborhood sustainability assessment tools: Research trends and forecast for the built environment,"[""Ayotunde Dawodu"", ""Ali Cheshmehzangi"", ""Ayyoob Sharifi"", ""Jumoke Oladejo""]",2022,Sustainable Futures
https___openalex_org_W4298151956.txt,10.1016/j.egyr.2022.09.033,Energy consumption and environmental sustainability: What lessons for posterity?,"[""Elvis Dze Achuo"", ""Clovis Wendji Miamo"", ""Tii N. Nchofoung""]",2022,Energy Reports
pmc_PMC10141558.txt,10.3390/molecules28083495,S-Scheme 2D/2D Heterojunction of ZnTiO 3 Nanosheets/Bi 2 WO 6 Nanosheets with Enhanced Photoelectrocatalytic Activity for Phenol Wastewater under Visible Light,"[""Cheng Zuo"", ""Xishi Tai"", ""Zaiyong Jiang"", ""Meifang Liu"", ""Jinhe Jiang"", ""Qian Su"", ""Xueyuan Yan""]",2023,Molecules
https___openalex_org_W4389777888.txt,10.1007/s43615-023-00322-w,From Simplistic to Systemic Sustainability in the Textile and Fashion Industry,"[""Olli Sahimaa"", ""Elizabeth M. Miller"", ""Minna Halme"", ""Kirsi Niinimäki"", ""Hannu Tanner"", ""Mikko Mäkelä"", ""Marja Rissanen"", ""Anna Härri"", ""Michael Hummel""]",2023,Circular Economy and Sustainability
pmc_PMC8807455.txt,10.1007/s00395-022-00911-0,Reverse re-modelling chronic heart failure by reinstating heart rate variability,"[""J. Shanks"", ""Y. Abukar"", ""N. A. Lever"", ""M. Pachen"", ""I. J. LeGrice"", ""D. J. Crossman"", ""A. Nogaret"", ""J. F. R. Paton"", ""R. Ramchandra""]",2022,Basic Research in Cardiology
https___openalex_org_W4281485816.txt,10.3390/recycling7030031,Zero Liquid Discharge System for the Tannery Industry—An Overview of Sustainable Approaches,"[""Ricky Rajamanickam"", ""Subramanian Shanthakumar"", ""Ganapathy Pattukandan Ganapathy"", ""Fulvia Chiampo""]",2022,Recycling
https___openalex_org_W3205888752.txt,10.3390/su132011214,A Methodological Model to Evaluate Smart City Sustainability,"[""Alejandro Valencia-Arías"", ""María Lucelly Urrego-Marín"", ""Lemy Bran-Piedrahita""]",2021,Sustainability
https___openalex_org_W3159336149.txt,10.1002/sd.2198,Alleviating debt distress and advancing the sustainable development goals,"[""Howard Haughton"", ""Jodie Keane""]",2021,Sustainable Development
https___openalex_org_W4307623735.txt,10.3390/su142114088,Sustainability Practices and Greenwashing Risk in the Italian Poultry Sector: A Grounded Theory Study,"[""Armando Toscano"", ""Melissa Balzarotti"", ""Ilaria Re""]",2022,Sustainability
https___openalex_org_W3120355117.txt,10.3390/land10010072,Land Use and Management Effects on Sustainable Sugarcane-Derived Bioenergy,"[""Maurício Roberto Cherubin"", ""João Luís Nunes Carvalho"", ""Carlos Eduardo Pellegrino Cerri"", ""Luiz Augusto Horta Nogueira"", ""Gláucia Mendes Souza"", ""Heitor Cantarella""]",2021,Land
https___openalex_org_W3202808620.txt,10.1021/acsami.1c13787,"Bioplastics and Carbon-Based Sustainable Materials, Components, and Devices: Toward Green Electronics","[""Éva Bozó"", ""Henri Ervasti"", ""Niina Halonen"", ""Seyed Hossein Hosseini Shokouh"", ""Jarkko Tolvanen"", ""Olli Pitkänen"", ""Topias Järvinen"", ""Petra S. Pálvölgyi"", ""Ákos Szamosvölgyi"", ""András Sápi"", ""Zoltán Kónya"", ""Marta Zaccone"", ""Luana Montalbano"", ""Laurens De Brauwer"", ""Rakesh Nair"", ""Vanesa Martínez‐Nogués"", ""Leire San Vicente"", ""T. Dietrich"", ""Laura Fernández de Castro"", ""Krisztián Kordás""]",2021,ACS Applied Materials & Interfaces
https___openalex_org_W4221137165.txt,10.3390/microorganisms10030665,The Gut Microbiota Influenced by the Intake of Probiotics and Functional Foods with Prebiotics Can Sustain Wellness and Alleviate Certain Ailments like Gut-Inflammation and Colon-Cancer,"[""Divakar Dahiya"", ""Poonam Singh Nee Nigam""]",2022,Microorganisms
pmc_PMC5388607.txt,10.1539/joh.15-0264-oa,Effects of coke oven emissions and benzo[a]pyrene on blood pressure and electrocardiogram in coke oven workers,"[""Kai Yang"", ""Xuejun Jiang"", ""Shuqun Cheng"", ""Chengzhi Chen"", ""Xianqing Cao"", ""Baijie Tu""]",2016,Journal of Occupational Health
https___openalex_org_W4380433824.txt,10.3390/su15129443,Development Goals towards Sustainability,"[""Syed Mithun Ali"", ""Andrea Appolloni"", ""Fausto Cavallaro"", ""Idiano D’Adamo"", ""Assunta Di Vaio"", ""Francesco Ferella"", ""Massimo Gastaldi"", ""Muhammad Ikram"", ""Nallapaneni Manoj Kumar"", ""Michael Martin"", ""Abdul‐Sattar Nizami"", ""İlhan Öztürk"", ""Maria Pia Riccardi"", ""Paolo Rosa"", ""Ernesto D.R. Santibañez González"", ""Claudio Sassanelli"", ""Davide Settembre‐Blundo"", ""Raj Singh"", ""Marzena Smol"", ""Georgios Archimidis Tsalidis"", ""Irene Voukkali"", ""Nan Yang"", ""Antonis A. Zorpas""]",2023,Sustainability
https___openalex_org_W4296823897.txt,10.5772/intechopen.106995,Arbuscular Mycorrhizal Fungi (AMF) in Optimizing Nutrient Bioavailability and Reducing Agrochemicals for Maintaining Sustainable Agroecosystems,"[""Addisu Ebbisa""]",2022,IntechOpen eBooks
https___openalex_org_W3160116559.txt,10.1016/j.appet.2021.105319,A focused ethnographic study on the role of health and sustainability in food choice decisions,"[""Elizabeth Fox"", ""Claire Davis"", ""Shauna Downs"", ""Rebecca McLaren"", ""Jessica Fanzo""]",2021,Appetite
https___openalex_org_W4393277059.txt,10.1002/advs.202309869,A Sustainable Route to Ruthenium Phosphide (RuP)/Ru Heterostructures with Electron‐Shuttling of Interfacial Ru for Efficient Hydrogen Evolution,"[""Daohao Li"", ""Rongsheng Cai"", ""Dongyong Zheng"", ""Jun Ren"", ""Chung‐Li Dong"", ""Yucheng Huang"", ""Sarah J. Haigh"", ""Xien Liu"", ""Feilong Gong"", ""Yiming Liu"", ""Jian Liu"", ""Dongjiang Yang""]",2024,Advanced Science
pmc_PMC9968058.txt,10.3390/nu15040927,Ketogenic Diet Applied in Weight Reduction of Overweight and Obese Individuals with Progress Prediction by Use of the Modified Wishnofsky Equation,"[""Gordana Markovikj"", ""Vesna Knights"", ""Jasenka Gajdoš Kljusurić""]",2023,Nutrients
https___openalex_org_W4390459661.txt,10.1016/j.jclepro.2023.140401,Advancing sustainability through digital servitization: An exploratory study in the maritime shipping industry,"[""Clarissa A. González Chávez"", ""Selma Brynolf"", ""Mélanie Despeisse"", ""Björn Johansson"", ""Anna Öhrwall Rönnbäck"", ""Jonathan Rösler"", ""Johan Stahre""]",2023,Journal of Cleaner Production
pmc_PMC10019367.txt,10.1261/rna.079507.122,Endosomal escape of RNA therapeutics: How do we solve this rate-limiting problem?,"[""Steven F. Dowdy""]",2023,RNA
https___openalex_org_W3165727520.txt,10.1007/s43762-021-00008-9,"Data-driven smart sustainable cities of the future: urban computing and intelligence for strategic, short-term, and joined-up planning","[""Simon Elias Bibri""]",2021,Computational Urban Science
https___openalex_org_W4395465030.txt,10.3390/su16093603,Sustainable Healthcare Quality and Job Satisfaction through Organizational Culture: Approaches and Outcomes,"[""Greta Hoxha"", ""Ioanna Simeli"", ""Dimitrios Theocharis"", ""Anastasia Vasileiou"", ""Georgios Tsekouropoulos""]",2024,Sustainability
pmc_PMC10140044.txt,10.1038/s41467-023-37476-y,Effect of pulse-current-based protocols on the lithium dendrite formation and evolution in all-solid-state batteries,"[""V. Reisecker"", ""F. Flatscher"", ""L. Porz"", ""C. Fincher"", ""J. Todt"", ""I. Hanghofer"", ""V. Hennige"", ""M. Linares-Moreau"", ""P. Falcaro"", ""S. Ganschow"", ""S. Wenner"", ""Y.-M. Chiang"", ""J. Keckes"", ""J. Fleig"", ""D. Rettenwander""]",2023,Nature Communications
https___openalex_org_W4381597474.txt,10.1038/s41526-023-00285-0,Microbial applications for sustainable space exploration beyond low Earth orbit,"[""Allison P. Koehle"", ""Stephanie L. Brumwell"", ""Emily Seto"", ""Anne M. Lynch"", ""Camilla Urbaniak""]",2023,npj Microgravity
https___openalex_org_W4200479834.txt,10.1002/exp.20210128,Schiff‐bases for sustainable battery and supercapacitor electrodes,"[""Erik Troschke"", ""Martin Oschatz"", ""Ivan K. Ilic""]",2021,Exploration
https___openalex_org_W4317790291.txt,10.1016/j.scitotenv.2023.161771,Life cycle sustainability assessment of advanced treatment techniques for urban wastewater reuse and sewage sludge resource recovery,"[""Raphael Ricardo Zepon Tarpani"", ""Adisa Azapagic""]",2023,The Science of The Total Environment
https___openalex_org_W4402749908.txt,10.1038/s44183-024-00078-2,Rethinking sustainability of marine fisheries for a fast-changing planet,"[""Callum M. Roberts"", ""Christophe Béné"", ""Nathan Bennett"", ""James S. Boon"", ""William W. L. Cheung"", ""Philippe Cury"", ""Omar Defeo"", ""Georgia de Jong Cleyndert"", ""Rainer Froese"", ""Didier Gascuel"", ""Christopher D. Golden"", ""Julie P. Hawkins"", ""Alistair J. Hobday"", ""Jennifer Jacquet"", ""Paul S. Kemp"", ""Mimi E. Lam"", ""Frédéric Le Manach"", ""Jessica J. Meeuwig"", ""Fiorenza Micheli"", ""Telmo Morato"", ""Catrin Norris"", ""Claire Nouvian"", ""Daniel Pauly"", ""Ellen K. Pikitch"", ""Fabián Piña Amargós"", ""Andrea Sáenz‐Arroyo"", ""U. Rashid Sumaila"", ""Louise Teh"", ""Les Watling"", ""Bethan C. O’Leary""]",2024,npj Ocean Sustainability
https___openalex_org_W3158421247.txt,10.3390/molecules26092683,"Recent Developments in Chitosan-Based Micro/Nanofibers for Sustainable Food Packaging, Smart Textiles, Cosmeceuticals, and Biomedical Applications","[""Nguyen Duc Tien"", ""Ståle Petter Lyngstadaas"", ""João F. Mano"", ""Jonny J. Blaker"", ""Håvard Jostein Haugen""]",2021,Molecules
pmc_PMC9803132.txt,10.1371/journal.pone.0276886,Sparse canonical correlation to identify breast cancer related genes regulated by copy number aberrations,"[""Diptavo Dutta"", ""Ananda Sen"", ""Jaya Satagopan""]",2022,PLOS ONE
https___openalex_org_W4402378912.txt,10.1002/sd.3180,Beyond environmental sustainability: Low‐carbon land use policies can contribute to the realization of comprehensive sustainable development,"[""Ke Liu"", ""Peng Cheng"", ""Anlu Zhang"", ""Sixian Qin"", ""Xue Zhang""]",2024,Sustainable Development
https___openalex_org_W4412514975.txt,10.1038/s41893-025-01598-6,Artificial intelligence in sustainable development research,"[""Charlotte Gohr"", ""Jorge Gustavo Rodríguez Aboytes"", ""S. Belomestnykh"", ""D. Berg-Moelleken"", ""Neha Chauhan"", ""John‐Oliver Engler"", ""L. V. Heydebreck"", ""Marie Josefine Hintz"", ""Max-Friedemann Kretschmer"", ""C. Krügermeier"", ""J. Meinberg"", ""Anna‐Lena Rau"", ""Christoph Schwenck"", ""I. Aoulkadi"", ""Scott Poll"", ""E. Frank"", ""Felix Creutzig"", ""Oliver Lemke"", ""M. Maushart"", ""Jannis Pfendtner-Heise"", ""Julius Rathgens"", ""Henrik von Wehrden""]",2025,Nature Sustainability
pmc_PMC10292969.txt,10.1152/ajplung.00354.2022,Lung pericytes as mediators of inflammation,"[""Samuel G. Rayner"", ""Chi F. Hung"", ""W. Conrad Liles"", ""William A. Altemeier""]",2023,American Journal of Physiology - Lung Cellular and Molecular Physiology
https___openalex_org_W4206410014.txt,10.3390/su14020871,Circular Economy in Construction and Demolition Waste Management in the Western Balkans: A Sustainability Assessment Framework,"[""Ana Nikolić"", ""Zorana Naunović"", ""Nenad Ivanišević""]",2022,Sustainability
pmc_PMC10141971.txt,10.3390/plants12081632,"Water Stress and Seed Color Interacting to Impact Seed and Oil Yield, Protein, Mucilage, and Secoisolariciresinol Diglucoside Content in Cultivated Flax ( Linum usitatissimum L.)","[""Sara Zare"", ""Aghafakhr Mirlohi"", ""Mohammad R. Sabzalian"", ""Ghodratollah Saeidi"", ""Mehmet Zeki Koçak"", ""Christophe Hano""]",2023,Plants
https___openalex_org_W4402394387.txt,10.1016/j.geosus.2024.09.001,Global sustainable agriculture and land management systems,"[""Guy M. Robinson""]",2024,Geography and sustainability
pmc_PMC10124647.txt,10.3201/eid2905.221787,"Spatiotemporal Evolution of SARS-CoV-2 Alpha and Delta Variants during Large Nationwide Outbreak of COVID-19, Vietnam, 2021","[""Nguyen Thi Tam"", ""Nguyen To Anh"", ""Trinh Son Tung"", ""Pham Ngoc Thach"", ""Nguyen Thanh Dung"", ""Van Dinh Trang"", ""Le Manh Hung"", ""Trinh Cong Dien"", ""Nghiem My Ngoc"", ""Le Van Duyet"", ""Phan Manh Cuong"", ""Hoang Vu Mai Phuong"", ""Pham Quang Thai"", ""Nguyen Le Nhu Tung"", ""Dinh Nguyen Huy Man"", ""Nguyen Thanh Phong"", ""Vo Minh Quang"", ""Pham Thi Ngoc Thoa"", ""Nguyen Thanh Truong"", ""Tran Nguyen Phuong Thao"", ""Dao Phuong Linh"", ""Ngo Tan Tai"", ""Ho The Bao"", ""Vo Trong Vuong"", ""Huynh Thi Kim Nhung"", ""Phan Nu Dieu Hong"", ""Le Thi Phuoc Hanh"", ""Le Thanh Chung"", ""Nguyen Thi Thanh Nhan"", ""Ton That Thanh"", ""Do Thai Hung"", ""Huynh Kim Mai"", ""Trinh Hoang Long"", ""Nguyen Thu Trang"", ""Nguyen Thi Hong Thuong"", ""Nguyen Thi Thu Hong"", ""Le Nguyen Truc Nhu"", ""Nguyen Thi Han Ny"", ""Cao Thu Thuy"", ""Le Kim Thanh"", ""Lam Anh Nguyet"", ""Le Thi Quynh Mai"", ""Tang Chi Thuong"", ""Le Hong Nga"", ""Tran Tan Thanh"", ""Guy Thwaites"", ""H. Rogier van Doorn"", ""Nguyen Van Vinh Chau"", ""Thomas Kesteman"", ""Le Van Tan""]",2023,Emerging Infectious Diseases
https___openalex_org_W4381713948.txt,10.1016/j.ecolecon.2023.107876,Can contract farming support sustainable intensification in agri-food value chains?,"[""Chiara Sophia Weituschat"", ""Stefano Pascucci"", ""Valentina Cristiana Materia"", ""Francesco Caracciolo""]",2023,Ecological Economics
https___openalex_org_W4386170144.txt,10.1016/j.desal.2023.116944,A comprehensive review of pre- and post-treatment approaches to achieve sustainable desalination for different water streams,"[""Kristofer Poirier"", ""Mohsen Lotfi"", ""Kapil Garg"", ""Kumar Patchigolla"", ""Edward J. Anthony"", ""Nadimul Haque Faisal"", ""Vinay Mulgundmath"", ""Jai Krishna Sahith Sayani"", ""Prashant Jadhawar"", ""Liam Koh"", ""Tatiana Morosuk"", ""Najah Al Mhanna""]",2023,Desalination
https___openalex_org_W4205551922.txt,10.1093/nutrit/nuab091,Advantages and limitations of the methodological approaches used to study dietary shifts towards improved nutrition and sustainability,"[""Marlène Pérignon"", ""Nicole Darmon""]",2021,Nutrition Reviews
https___openalex_org_W3119561896.txt,10.3390/su13020623,Relationships between Logistics Performance and Aspects of Sustainability: A Cross-Country Analysis,"[""Paul D. Larson""]",2021,Sustainability
https___openalex_org_W4391932422.txt,10.1038/s41893-024-01290-1,The cultural evolution of collective property rights for sustainable resource governance,"[""Jeffrey Andrews"", ""Matt Clark"", ""Vicken Hillis"", ""Monique Borgerhoff Mulder""]",2024,Nature Sustainability
https___openalex_org_W4220861177.txt,10.3390/su14073795,An Interval-Valued Intuitionistic Fuzzy Model Based on Extended VIKOR and MARCOS for Sustainable Supplier Selection in Organ Transplantation Networks for Healthcare Devices,"[""Sina Salimian"", ""Seyed Meysam Mousavi"", ""Jurgita Antuchevičienė""]",2022,Sustainability
pmc_PMC9805755.txt,10.5455/ovj.2022.v12.i6.27,Morphological and molecular studies on tick species in Ismailia Governorate in Egypt and Al Gabal Al Akhdar in Libya,"[""Mohamed S. Eljadar"", ""Nahla H. Sallam"", ""Mohamed A. Soltan"", ""Hamdy M. El Gawady"", ""Eman M. Abouelhassan""]",2022,Open Veterinary Journal
https___openalex_org_W4319841738.txt,10.1080/19406940.2023.2166975,Environmental sustainability policy within Australian Olympic sport organisations,"[""Rubiana Cury"", ""Millicent Kennelly"", ""Michael Howes""]",2023,International Journal of Sport Policy and Politics
https___openalex_org_W3196885797.txt,10.1007/s11625-021-01032-8,Can the sustainable development goals harness the means and the manner of transformation?,"[""Siri Veland"", ""Irmelin Gram-Hanssen"", ""David Maggs"", ""Amanda H. Lynch""]",2021,Sustainability Science
pmc_PMC10066472.txt,10.1093/eurpub/ckad011,The urgent need for valid data on access to healthcare in Europe,"[""Caterina Francesca Guidi"", ""David Ingleby""]",2023,The European Journal of Public Health
pmc_PMC5384250.txt,10.1038/srep46209,PD-L1 expression in lung adenosquamous carcinomas compared with the more common variants of non-small cell lung cancer,"[""Xiaohua Shi"", ""Shafei Wu"", ""Jian Sun"", ""Yuanyuan Liu"", ""Xuan Zeng"", ""Zhiyong Liang""]",2017,Scientific Reports
https___openalex_org_W4200574751.txt,10.1111/blar.13336,"Quo vadis, Brazil? Environmental Malgovernance under Bolsonaro and the Ambiguous Role of the Sustainable Development Goals","[""Mairon G. Bastos Lima"", ""Karen da Costa""]",2021,Bulletin of Latin American Research
